province_folder,year,ppt_annual,ppt_std,tmax_annual,tmax_max,tmin_annual,tmean_annual,province
sulawesi_selatan,2021,409.016199482157,62.52994696246252,29.591595730306718,35.30000000000001,20.86418051614647,25.22788812322659,Sulawesi Selatan
sulawesi_selatan,2022,408.69474276708326,56.87178336496997,29.584812863126608,35.30000000000001,20.773935954600734,25.179374408863673,Sulawesi Selatan
sulawesi_selatan,2023,300.4714904874479,95.64054715821179,30.11861572760438,36.900000000000006,21.04803404945278,25.58332488852858,Sulawesi Selatan
sulawesi_selatan,2024,358.5215861758415,89.10091904817664,30.180587082826644,36.30000000000001,21.442805026347795,25.81169605458722,Sulawesi Selatan
sulawesi_selatan,2025,420.7312732185073,96.07240456702242,29.704117686799087,36.0,21.015112822591547,25.359615254695317,Sulawesi Selatan
sulawesi_tengah,2021,641.9622709306503,65.87095082943311,29.80157638084202,34.900000000000006,21.319353514870613,25.560464947856318,Sulawesi Tengah
sulawesi_tengah,2022,627.8509019044197,55.61401298759221,29.7805088837389,34.400000000000006,21.23404548088065,25.507277182309775,Sulawesi Tengah
sulawesi_tengah,2023,467.01423643550123,60.510514586198795,30.226586037079954,36.19999999999999,21.547998744689075,25.887292390884515,Sulawesi Tengah
sulawesi_tengah,2024,583.5721164211283,71.85096664526365,30.167043259945924,35.099999999999994,21.857087678640408,26.012065469293166,Sulawesi Tengah
sulawesi_tengah,2025,637.8359611929573,77.82937657015309,29.805494399382,34.80000000000001,21.560269409038245,25.68288190421012,Sulawesi Tengah
sulawesi_tenggara,2021,721.6120879120879,68.8153269896642,30.818074074074072,34.900000000000006,22.587716049382724,26.702895061728398,Sulawesi Tenggara
sulawesi_tenggara,2022,689.089874411303,77.46608830219432,30.83697942386831,34.599999999999994,22.51308230452675,26.67503086419753,Sulawesi Tenggara
sulawesi_tenggara,2023,495.5565018315018,101.97622744155565,31.463263374485596,36.80000000000001,22.745703703703704,27.10448353909465,Sulawesi Tenggara
sulawesi_tenggara,2024,618.1361852433281,86.3610876947197,31.317370370370373,35.19999999999999,23.000489711934158,27.158930041152267,Sulawesi Tenggara
sulawesi_tenggara,2025,809.3317765567765,141.07487061860832,30.828288065843626,35.0,22.685127572016462,26.756707818930046,Sulawesi Tenggara
sulawesi_utara,2021,225.3436847179817,77.48925536428632,30.360091145833334,33.69999999999999,21.442271205357144,25.90118117559524,Sulawesi Utara
sulawesi_utara,2022,234.15269966254218,66.90749194912607,30.212416294642857,33.599999999999994,21.326571800595243,25.769494047619048,Sulawesi Utara
sulawesi_utara,2023,160.07016712196693,87.58495060768861,30.75116257440476,35.30000000000001,21.53484002976191,26.143001302083334,Sulawesi Utara
sulawesi_utara,2024,196.7709866623815,73.4320371405062,30.472247023809526,34.0,21.834170386904763,26.153208705357144,Sulawesi Utara
sulawesi_utara,2025,243.90154266430983,92.8404162521498,30.202669270833336,33.400000000000006,21.735425967261907,25.969047619047622,Sulawesi Utara
sumatera_barat,2021,777.949375,81.16559441151277,29.23767260579065,33.400000000000006,19.79999257609503,24.51883259094284,Sumatera Barat
sumatera_barat,2022,768.9732175925926,72.75764462427195,29.20769858945805,33.400000000000006,19.679565701559024,24.443632145508538,Sumatera Barat
sumatera_barat,2023,677.9834027777779,48.10480505437339,29.359031180400887,33.599999999999994,20.003455827765407,24.68124350408315,Sumatera Barat
sumatera_barat,2024,946.3387615740742,114.09298776587215,29.820248700816634,33.900000000000006,20.50730883444692,25.163778767631776,Sumatera Barat
sumatera_barat,2025,777.707650462963,96.96678724385062,29.45787676317744,34.400000000000006,20.056091314031182,24.75698403860431,Sumatera Barat
sumatera_selatan,2021,1481.0498886138616,70.07489544079813,30.68001433775091,33.19999999999999,22.18899674494304,26.434505541346976,Sumatera Selatan
sumatera_selatan,2022,1588.337042079208,60.45209206910241,30.52899713244982,33.0,21.999414864760134,26.26420599860498,Sumatera Selatan
sumatera_selatan,2023,1239.478452970297,109.3224195152012,31.442914438502676,37.19999999999999,22.45793226381462,26.950423351158648,Sumatera Selatan
sumatera_selatan,2024,1470.6521905940592,119.56104891861706,31.52736379136635,36.19999999999999,22.797798961481828,27.16258137642409,Sumatera Selatan
sumatera_selatan,2025,1519.6233787128713,95.11669045997743,30.84492366116407,34.5,22.25959854297451,26.552261102069288,Sumatera Selatan
sumatera_utara,2021,1070.9709756097561,66.95196297044482,29.80073205784604,33.5,20.607632713554302,25.20418238570017,Sumatera Utara
sumatera_utara,2022,1182.969644308943,76.13635271933587,29.666017695140575,33.599999999999994,20.526962633611788,25.09649016437618,Sumatera Utara
sumatera_utara,2023,1184.1716768292683,62.715094123783196,29.851313662085694,33.5,20.86159840114974,25.356456031617718,Sumatera Utara
sumatera_utara,2024,1379.0895528455285,90.40707119066451,30.240269918261024,34.30000000000001,21.268400251504538,25.754335084882783,Sumatera Utara
sumatera_utara,2025,1154.4880081300812,110.31185009633914,29.94053938740681,35.80000000000001,20.66744812718944,25.303993757298127,Sumatera Utara
